OrderID,OrderDateTime,CustomerID,Price,Calories
1937,2022-05-12 23:46:49,19290,9.52,238
1938,2022-05-12 23:46:59,11746,17.42,627
1939,2022-05-12 23:47:09,15034,29.33,1173
1940,2022-05-12 23:47:19,13330,39.56,1463
1941,2022-05-14 00:47:29,13070,11.18,313
1942,2022-05-14 00:48:21,10947,11.42,216
1943,2022-05-14 00:49:13,19484,36.36,690
1944,2022-05-14 00:50:05,13790,45.63,1779
1945,2022-05-14 00:50:57,15223,19.99,359
1946,2022-05-14 00:51:49,14711,27.4,438
1947,2022-05-14 00:52:41,17454,25.34,937
1948,2022-05-14 00:53:33,19948,13.33,359
1949,2022-05-14 00:54:25,13856,15.64,344
1950,2022-05-14 00:55:17,18493,38.53,1232
1951,2022-05-14 00:56:09,15916,22.92,802
1952,2022-05-14 00:57:01,19271,42.51,1572
1953,2022-05-14 00:57:53,15134,22.92,435
1954,2022-05-15 01:58:45,16428,24.22,387
1955,2022-05-15 01:59:19,17821,41.18,1523
1956,2022-05-15 01:59:53,19765,33.19,663
1957,2022-05-15 02:00:27,17767,47.54,808
1958,2022-05-15 02:01:01,10288,26.1,1044
1959,2022-05-15 02:01:35,11494,43.33,1386
1960,2022-05-15 02:02:09,13819,46.63,885
1961,2022-05-15 02:02:43,12934,43.76,1531
1962,2022-05-15 02:03:17,15563,44.52,756
1963,2022-05-15 02:03:51,13437,37.57,1465
1964,2022-05-15 02:04:25,11680,42.25,760
1965,2022-05-16 03:04:59,10359,34.47,1103
1966,2022-05-16 03:05:29,12558,28.84,922
1967,2022-05-16 03:05:59,19862,17.05,664
1968,2022-05-16 03:06:29,10179,22.61,610
1969,2022-05-16 03:06:59,14090,14.53,232
1970,2022-05-16 03:07:29,14039,19.83,356
1971,2022-05-16 03:07:59,13121,10.14,365
1972,2022-05-16 03:08:29,13560,28.82,979
1973,2022-05-16 03:08:59,11482,23.45,726
1974,2022-05-16 03:09:29,10382,45.62,866
1975,2022-05-17 04:09:59,10747,8.4,294
1976,2022-05-17 04:10:41,11814,48.91,1614
1977,2022-05-17 04:11:23,11716,33.87,948
1978,2022-05-17 04:12:05,18135,16.62,265
1979,2022-05-17 04:12:47,12714,38.06,723
1980,2022-05-17 04:13:29,19041,15.4,292
1981,2022-05-17 04:14:11,16501,38.5,1463
1982,2022-05-17 04:14:53,19392,39.7,992
1983,2022-05-17 04:15:35,18316,40.47,1295
1984,2022-05-17 04:16:17,13241,28.27,989
1985,2022-05-18 05:16:59,13652,44.56,1559
1986,2022-05-18 05:17:33,12509,9.38,272
1987,2022-05-18 05:18:07,18308,41.39,1324
1988,2022-05-18 05:18:41,16445,7.06,254
1989,2022-05-18 05:19:15,16886,42.65,1407
1990,2022-05-18 05:19:49,19131,24.52,833
1991,2022-05-18 05:20:23,16196,25.01,700
1992,2022-05-18 05:20:57,13462,13.99,419
1993,2022-05-18 05:21:31,18078,8.16,252
1994,2022-05-18 05:22:05,12673,41.36,620
1995,2022-05-18 05:22:39,11102,38.79,1241
1996,2022-05-18 05:23:13,15070,27.38,985
1997,2022-05-18 05:23:47,11735,40.73,1547
1998,2022-05-18 05:24:21,15391,46.14,1338
1999,2022-05-18 05:24:55,13452,26.78,455
2000,2022-05-18 05:25:29,15251,42.0,966
2001,2022-05-18 05:26:03,13843,39.64,1506
2002,2022-05-18 05:26:37,10176,24.94,623
2003,2022-05-18 05:27:11,13773,15.15,545
2004,2022-05-19 06:27:45,16350,33.96,509
2005,2022-05-19 06:28:16,15715,24.81,793
2006,2022-05-19 06:28:47,10305,38.41,576
2007,2022-05-19 06:29:18,18413,7.31,146
2008,2022-05-19 06:29:49,11307,35.82,680
2009,2022-05-19 06:30:20,14601,31.09,1150
2010,2022-05-19 06:30:51,11933,17.34,606
2011,2022-05-19 06:31:22,16577,10.43,302
2012,2022-05-19 06:31:53,13952,7.84,188
2013,2022-05-19 06:32:24,10952,30.59,734
2014,2022-05-19 06:32:55,11780,36.29,1451
2015,2022-05-19 06:33:26,16766,24.76,817
2016,2022-05-20 07:33:57,10449,23.91,908
2017,2022-05-20 07:34:42,14361,9.97,398
2018,2022-05-20 07:35:27,12689,46.69,1307
2019,2022-05-20 07:36:12,17397,48.82,1611
2020,2022-05-20 07:36:57,15885,36.94,812
2021,2022-05-20 07:37:42,14770,23.61,519
2022,2022-05-20 07:38:27,17067,48.62,1409
2023,2022-05-20 07:39:12,16837,17.84,660
2024,2022-05-20 07:39:57,10856,42.83,1499
2025,2022-05-20 07:40:42,15047,10.71,235
2026,2022-05-20 07:41:27,13046,20.8,395
2027,2022-05-20 07:42:12,18118,39.88,1515
2028,2022-05-20 07:42:57,19903,16.57,613
2029,2022-05-21 08:43:42,10862,30.4,1003
2030,2022-05-21 08:44:23,11844,44.05,1762
2031,2022-05-21 08:45:04,12602,33.18,929
2032,2022-05-21 08:45:45,18410,9.97,378
2033,2022-05-21 08:46:26,12429,33.82,1318
2034,2022-05-21 08:47:07,19025,19.12,611
2035,2022-05-21 08:47:48,11036,44.9,1122
2036,2022-05-21 08:48:29,12555,48.48,921
2037,2022-05-21 08:49:10,15640,41.55,1412
2038,2022-05-21 08:49:51,13134,39.8,835
2039,2022-05-21 08:50:32,10143,31.96,958
2040,2022-05-21 08:51:13,15095,32.02,960
2041,2022-05-21 08:51:54,10985,39.01,1560
2042,2022-05-21 08:52:35,14616,25.45,890
2043,2022-05-21 08:53:16,19259,37.51,1350
2044,2022-05-21 08:53:57,17952,13.42,536
2045,2022-05-21 08:54:38,15422,28.26,847
2046,2022-05-22 09:55:19,18091,17.47,401
2047,2022-05-22 09:56:03,19524,5.54,177
2048,2022-05-22 09:56:47,18514,13.6,544
2049,2022-05-22 09:57:31,19971,27.58,689
2050,2022-05-22 09:58:15,17826,40.5,1336
2051,2022-05-22 09:58:59,19879,39.33,1494
2052,2022-05-22 09:59:43,16900,46.77,1777
2053,2022-05-22 10:00:27,10256,18.18,381
2054,2022-05-22 10:01:11,13579,47.07,1788
2055,2022-05-22 10:01:55,11310,24.49,465
2056,2022-05-22 10:02:39,19593,43.88,1097
2057,2022-05-22 10:03:23,16931,12.5,500
2058,2022-05-22 10:04:07,10827,17.78,551
2059,2022-05-22 10:04:51,16786,13.7,383
2060,2022-05-22 10:05:35,19970,33.63,1311
2061,2022-05-23 11:06:19,19819,40.61,852
2062,2022-05-23 11:06:33,16083,13.81,303
2063,2022-05-23 11:06:47,18918,9.99,279
2064,2022-05-23 11:07:01,10895,16.88,624
2065,2022-05-23 11:07:15,18449,37.7,754
2066,2022-05-23 11:07:29,15956,12.4,359
2067,2022-05-23 11:07:43,14779,36.05,937
2068,2022-05-23 11:07:57,14226,40.27,1610
2069,2022-05-23 11:08:11,12949,20.23,505
2070,2022-05-23 11:08:25,11317,8.83,309
2071,2022-05-23 11:08:39,18478,36.99,1146
2072,2022-05-23 11:08:53,13606,26.91,672
2073,2022-05-23 11:09:07,11513,20.72,538
2074,2022-05-23 11:09:21,15639,36.0,720
2075,2022-05-23 11:09:35,17648,48.92,1467
2076,2022-05-23 11:09:49,16382,14.11,324
2077,2022-05-23 11:10:03,10229,45.84,1375
2078,2022-05-23 11:10:17,12307,12.39,210
2079,2022-05-24 12:10:31,14867,32.39,1101
2080,2022-05-24 12:11:05,14338,18.38,624
2081,2022-05-24 12:11:39,16623,14.1,507
2082,2022-05-24 12:12:13,11409,28.29,735
2083,2022-05-24 12:12:47,18277,29.32,967
2084,2022-05-24 12:13:21,15520,27.64,1105
2085,2022-05-24 12:13:55,16524,33.18,1260
2086,2022-05-24 12:14:29,17549,28.32,877
2087,2022-05-24 12:15:03,16971,29.38,646
2088,2022-05-24 12:15:37,19951,10.9,305
2089,2022-05-24 12:16:11,17209,20.31,548
2090,2022-05-24 12:16:45,13746,6.36,190
2091,2022-05-24 12:17:19,11667,6.94,201
2092,2022-05-24 12:17:53,14789,36.87,848
2093,2022-05-24 12:18:27,11557,26.85,778
2094,2022-05-24 12:19:01,19023,39.97,759
2095,2022-05-24 12:19:35,13618,38.89,1088
2096,2022-05-25 13:20:09,17580,35.21,1302
2097,2022-05-25 13:20:41,19242,22.39,425
2098,2022-05-25 13:21:13,16947,7.67,291
2099,2022-05-25 13:21:45,15733,28.7,975
2100,2022-05-25 13:22:17,13625,38.07,571
2101,2022-05-25 13:22:49,18236,33.42,1102
2102,2022-05-25 13:23:21,17833,19.89,477
2103,2022-05-25 13:23:53,14645,30.15,934
2104,2022-05-25 13:24:25,11896,26.71,587
2105,2022-05-25 13:24:57,19231,10.63,170
2106,2022-05-25 13:25:29,14308,24.03,504
2107,2022-05-25 13:26:01,15975,13.26,304
2108,2022-05-25 13:26:33,11866,9.14,365
2109,2022-05-26 14:27:05,17016,16.02,352
2110,2022-05-26 14:27:21,11472,33.91,1085
2111,2022-05-26 14:27:37,18927,23.34,373
2112,2022-05-26 14:27:53,11517,43.14,690
2113,2022-05-26 14:28:09,10152,27.24,871
2114,2022-05-26 14:28:25,18971,39.61,1584
2115,2022-05-26 14:28:41,13231,35.82,859
2116,2022-05-26 14:28:57,15447,36.99,1109
2117,2022-05-26 14:29:13,15349,19.02,513
2118,2022-05-26 14:29:29,16987,42.61,681
2119,2022-05-26 14:29:45,11952,30.56,1008
2120,2022-05-26 14:30:01,16906,8.71,243
2121,2022-05-26 14:30:17,17755,27.45,878
2122,2022-05-26 14:30:33,11769,14.21,483
2123,2022-05-26 14:30:49,17985,48.85,830
2124,2022-05-26 14:31:05,10008,12.43,298
2125,2022-05-27 15:31:21,14544,6.54,111
2126,2022-05-27 15:32:06,17729,25.55,562
2127,2022-05-27 15:32:51,15623,48.89,1662
2128,2022-05-27 15:33:36,12902,16.67,283
2129,2022-05-27 15:34:21,14095,27.71,609
2130,2022-05-27 15:35:06,18773,16.72,551
2131,2022-05-27 15:35:51,13059,13.88,555
2132,2022-05-27 15:36:36,18277,23.84,572
2133,2022-05-27 15:37:21,10346,16.71,451
2134,2022-05-27 15:38:06,14779,36.29,689
2135,2022-05-27 15:38:51,17316,13.92,236
2136,2022-05-28 16:39:36,19191,36.33,1235
2137,2022-05-28 16:40:05,14454,5.55,111
2138,2022-05-28 16:40:34,16995,10.39,207
2139,2022-05-28 16:41:03,14775,32.1,738
2140,2022-05-28 16:41:32,17977,15.16,242
2141,2022-05-28 16:42:01,19089,14.82,459
2142,2022-05-28 16:42:30,13488,12.38,346
2143,2022-05-28 16:42:59,14501,20.09,662
2144,2022-05-28 16:43:28,12377,31.27,1031
2145,2022-05-28 16:43:57,11891,30.25,1210
2146,2022-05-28 16:44:26,12364,46.3,1713
2147,2022-05-29 17:44:55,13662,36.45,1421
2148,2022-05-29 17:45:53,16931,43.43,1650
2149,2022-05-29 17:46:51,16607,23.87,763
2150,2022-05-29 17:47:49,19431,22.89,618
2151,2022-05-29 17:48:47,15676,21.52,344
2152,2022-05-29 17:49:45,16114,29.67,1157
2153,2022-05-29 17:50:43,16777,33.54,1039
2154,2022-05-29 17:51:41,16076,48.62,1701
2155,2022-05-29 17:52:39,15220,6.75,121
2156,2022-05-29 17:53:37,16530,20.6,329
2157,2022-05-29 17:54:35,15452,30.88,679
2158,2022-05-29 17:55:33,16153,26.57,797
2159,2022-05-29 17:56:31,14811,9.56,143
2160,2022-05-30 18:57:29,19929,14.79,384
2161,2022-05-30 18:57:58,16148,44.6,1605
2162,2022-05-30 18:58:27,14394,29.45,1178
2163,2022-05-30 18:58:56,14950,38.38,882
2164,2022-05-30 18:59:25,11161,12.91,271
2165,2022-05-30 18:59:54,16117,16.18,388
2166,2022-05-30 19:00:23,12161,19.35,387
2167,2022-05-30 19:00:52,15015,34.45,1171
2168,2022-05-30 19:01:21,12915,46.58,1490
2169,2022-05-30 19:01:50,13170,31.52,1040
2170,2022-05-30 19:02:19,14882,45.5,1410
2171,2022-05-30 19:02:48,10361,35.03,1261
2172,2022-05-30 19:03:17,10229,39.91,957
2173,2022-05-30 19:03:46,13807,23.95,910
2174,2022-05-31 20:04:15,14773,29.32,527
2175,2022-05-31 20:05:13,11161,25.18,931
2176,2022-05-31 20:06:11,12911,20.53,698
2177,2022-05-31 20:07:09,11450,34.24,719
2178,2022-05-31 20:08:07,12088,18.19,527
2179,2022-05-31 20:09:05,13549,18.55,593
2180,2022-05-31 20:10:03,11974,45.57,1458
2181,2022-05-31 20:11:01,10612,10.77,290
2182,2022-05-31 20:11:59,12341,16.17,485
2183,2022-05-31 20:12:57,14076,38.52,1502
2184,2022-05-31 20:13:55,19424,45.45,1318
2185,2022-05-31 20:14:53,12422,32.75,720
2186,2022-05-31 20:15:51,15363,22.61,746
2187,2022-05-31 20:16:49,19932,37.66,1092
2188,2022-06-01 21:17:47,16584,16.48,346
2189,2022-06-01 21:18:32,19475,37.38,598
2190,2022-06-01 21:19:17,17262,34.28,822
2191,2022-06-01 21:20:02,16148,8.42,126
2192,2022-06-01 21:20:47,14207,9.68,193
2193,2022-06-01 21:21:32,11755,37.98,949
2194,2022-06-01 21:22:17,14674,39.25,1216
2195,2022-06-01 21:23:02,18542,13.22,264
2196,2022-06-01 21:23:47,14418,21.0,336
2197,2022-06-01 21:24:32,18324,14.69,543
2198,2022-06-01 21:25:17,18224,18.43,737
2199,2022-06-01 21:26:02,12995,22.39,716
2200,2022-06-01 21:26:47,15841,20.78,498
2201,2022-06-01 21:27:32,16872,5.44,146
2202,2022-06-01 21:28:17,10228,39.88,1236
2203,2022-06-01 21:29:02,15464,35.44,673
2204,2022-06-01 21:29:47,18850,5.55,105
2205,2022-06-01 21:30:32,19355,30.78,861
2206,2022-06-02 22:31:17,16130,38.76,736
2207,2022-06-02 22:32:13,16917,9.61,230
2208,2022-06-02 22:33:09,13098,43.34,1126
2209,2022-06-02 22:34:05,18040,25.44,610
2210,2022-06-02 22:35:01,19013,6.08,121
2211,2022-06-02 22:35:57,12973,15.55,388
2212,2022-06-02 22:36:53,17671,24.3,972
2213,2022-06-02 22:37:49,16938,38.23,955
2214,2022-06-02 22:38:45,17294,17.86,321
2215,2022-06-02 22:39:41,18767,20.53,328
2216,2022-06-02 22:40:37,16227,8.57,248
2217,2022-06-02 22:41:33,16992,14.73,250
2218,2022-06-02 22:42:29,11804,27.09,433
2219,2022-06-02 22:43:25,15991,23.77,427
2220,2022-06-03 23:44:21,10004,9.08,163
2221,2022-06-03 23:45:17,14381,25.78,824
2222,2022-06-03 23:46:13,18810,35.79,536
2223,2022-06-03 23:47:09,17054,40.02,1080
2224,2022-06-03 23:48:05,12047,10.77,204
2225,2022-06-03 23:49:01,18515,13.54,365
2226,2022-06-03 23:49:57,11320,37.79,1473
2227,2022-06-03 23:50:53,12844,29.92,748
2228,2022-06-03 23:51:49,13022,21.15,761
2229,2022-06-03 23:52:45,14003,11.87,273
2230,2022-06-03 23:53:41,16226,30.34,940
2231,2022-06-03 23:54:37,15194,27.47,741
2232,2022-06-03 23:55:33,15322,44.34,1197
2233,2022-06-03 23:56:29,11661,38.88,1166
2234,2022-06-03 23:57:25,18992,46.54,1303
2235,2022-06-03 23:58:21,17556,6.49,246
2236,2022-06-03 23:59:17,17926,47.88,1532
2237,2022-06-05 01:00:13,18646,38.07,1256
2238,2022-06-05 01:00:39,17601,42.93,1202
2239,2022-06-05 01:01:05,11368,33.48,1037
2240,2022-06-05 01:01:31,17990,29.96,868
2241,2022-06-05 01:01:57,18965,11.08,232
2242,2022-06-05 01:02:23,12011,38.54,578
2243,2022-06-05 01:02:49,17410,44.09,837
2244,2022-06-05 01:03:15,10330,33.5,1340
2245,2022-06-05 01:03:41,18966,20.46,593
2246,2022-06-05 01:04:07,12032,18.08,506
2247,2022-06-05 01:04:33,18475,26.7,480
2248,2022-06-05 01:04:59,19279,49.44,988
2249,2022-06-05 01:05:25,13957,7.5,127
2250,2022-06-05 01:05:51,11145,48.22,964
2251,2022-06-05 01:06:17,15630,46.43,1439
2252,2022-06-05 01:06:43,12298,21.18,571
2253,2022-06-05 01:07:09,12652,6.36,216
2254,2022-06-06 02:07:35,16782,48.02,1680
2255,2022-06-06 02:08:02,10160,45.9,1055
2256,2022-06-06 02:08:29,15882,10.37,300
2257,2022-06-06 02:08:56,17975,38.98,1520
2258,2022-06-06 02:09:23,12493,22.36,737
2259,2022-06-06 02:09:50,19659,10.37,259
2260,2022-06-06 02:10:17,17793,40.19,1205
2261,2022-06-06 02:10:44,16023,21.3,809
2262,2022-06-06 02:11:11,11564,15.4,231
2263,2022-06-06 02:11:38,19801,33.57,604
2264,2022-06-06 02:12:05,16683,20.86,521
2265,2022-06-07 03:12:32,16682,33.57,1107
2266,2022-06-07 03:12:59,12447,19.0,627
2267,2022-06-07 03:13:26,10676,17.35,294
2268,2022-06-07 03:13:53,10180,16.6,298
2269,2022-06-07 03:14:20,10880,49.02,1764
2270,2022-06-07 03:14:47,14979,49.57,1288
2271,2022-06-07 03:15:14,15497,31.26,593
2272,2022-06-07 03:15:41,12499,25.19,377
2273,2022-06-07 03:16:08,17275,15.05,511
2274,2022-06-07 03:16:35,10363,30.07,1022
2275,2022-06-07 03:17:02,11653,47.59,809
2276,2022-06-07 03:17:29,13413,6.92,200
2277,2022-06-08 04:17:56,18044,12.72,496
2278,2022-06-08 04:18:52,14821,34.36,687
2279,2022-06-08 04:19:48,14218,21.2,445
2280,2022-06-08 04:20:44,18753,20.6,741
2281,2022-06-08 04:21:40,14265,38.7,851
2282,2022-06-08 04:22:36,15270,49.09,1619
2283,2022-06-08 04:23:32,18302,26.94,431
2284,2022-06-08 04:24:28,18499,24.26,727
2285,2022-06-08 04:25:24,18440,49.46,1879
2286,2022-06-08 04:26:20,12890,36.56,658
2287,2022-06-08 04:27:16,11669,8.57,231
2288,2022-06-08 04:28:12,16232,41.75,1461
2289,2022-06-08 04:29:08,15214,47.15,895
2290,2022-06-08 04:30:04,12528,33.71,943
2291,2022-06-08 04:31:00,13278,29.13,495
2292,2022-06-09 05:31:56,17354,20.67,392
2293,2022-06-09 05:32:17,17303,44.46,1022
2294,2022-06-09 05:32:38,18434,9.81,313
2295,2022-06-09 05:32:59,15496,39.73,834
2296,2022-06-09 05:33:20,19906,35.39,1061
2297,2022-06-09 05:33:41,12644,36.94,997
2298,2022-06-09 05:34:02,12611,10.15,203
2299,2022-06-09 05:34:23,18584,15.65,563
2300,2022-06-09 05:34:44,14456,19.62,686
2301,2022-06-09 05:35:05,10015,25.12,778
2302,2022-06-09 05:35:26,18018,24.13,748
2303,2022-06-09 05:35:47,11849,7.64,152
2304,2022-06-09 05:36:08,17128,26.64,852
2305,2022-06-09 05:36:29,13144,8.39,293
2306,2022-06-09 05:36:50,14168,15.43,540
2307,2022-06-09 05:37:11,12952,30.96,990
2308,2022-06-09 05:37:32,13429,19.73,611
2309,2022-06-09 05:37:53,19158,48.56,922
2310,2022-06-09 05:38:14,13493,25.32,683
2311,2022-06-10 06:38:35,13089,41.0,1558
2312,2022-06-10 06:39:08,11033,5.44,125
2313,2022-06-10 06:39:41,12520,25.17,805
2314,2022-06-10 06:40:14,15678,8.51,212
2315,2022-06-10 06:40:47,17190,13.47,377
2316,2022-06-10 06:41:20,15018,35.82,1182
2317,2022-06-10 06:41:53,11371,12.13,315
2318,2022-06-10 06:42:26,14187,18.75,356
2319,2022-06-10 06:42:59,14494,47.42,1707
2320,2022-06-10 06:43:32,13466,49.32,1874
2321,2022-06-11 07:44:05,18253,9.72,320
2322,2022-06-11 07:44:47,13044,26.56,1009
2323,2022-06-11 07:45:29,10124,10.99,362
2324,2022-06-11 07:46:11,19256,11.81,259
2325,2022-06-11 07:46:53,11695,32.92,1250
2326,2022-06-11 07:47:35,16447,46.04,1058
2327,2022-06-11 07:48:17,19664,10.63,255
2328,2022-06-11 07:48:59,12184,14.17,240
2329,2022-06-11 07:49:41,16339,33.11,496
2330,2022-06-11 07:50:23,15868,11.51,368
2331,2022-06-11 07:51:05,13803,30.33,849
2332,2022-06-11 07:51:47,10647,38.43,1383
2333,2022-06-11 07:52:29,16032,17.25,310
2334,2022-06-11 07:53:11,10201,20.79,727
2335,2022-06-11 07:53:53,17574,26.64,799
2336,2022-06-11 07:54:35,15936,12.01,420
2337,2022-06-12 08:55:17,15431,42.29,761
2338,2022-06-12 08:56:15,16123,27.33,655
2339,2022-06-12 08:57:13,10023,28.83,1124
2340,2022-06-12 08:58:11,13176,36.25,616
2341,2022-06-12 08:59:09,19176,37.99,987
2342,2022-06-12 09:00:07,17938,11.85,201
2343,2022-06-12 09:01:05,15069,33.2,1261
2344,2022-06-12 09:02:03,18427,17.32,484
2345,2022-06-12 09:03:01,17066,31.79,826
2346,2022-06-12 09:03:59,18992,26.16,627
2347,2022-06-12 09:04:57,10079,49.58,1636
2348,2022-06-12 09:05:55,18228,31.44,911
2349,2022-06-12 09:06:53,14266,14.92,313
2350,2022-06-12 09:07:51,15381,27.08,704
2351,2022-06-12 09:08:49,12039,16.81,672
2352,2022-06-12 09:09:47,18768,9.87,315
2353,2022-06-12 09:10:45,18553,43.93,1054
2354,2022-06-13 10:11:43,17896,42.93,1330
2355,2022-06-13 10:12:13,10912,7.49,269
2356,2022-06-13 10:12:43,19588,5.63,106
2357,2022-06-13 10:13:13,19512,27.76,555
2358,2022-06-13 10:13:43,12264,48.73,1949
2359,2022-06-13 10:14:13,15037,46.12,1521
2360,2022-06-13 10:14:43,17203,31.96,671
2361,2022-06-13 10:15:13,16479,47.55,1902
2362,2022-06-13 10:15:43,16020,21.26,786
2363,2022-06-13 10:16:13,10636,29.35,939
2364,2022-06-13 10:16:43,19247,31.37,972
2365,2022-06-13 10:17:13,16625,21.24,764
2366,2022-06-13 10:17:43,10087,41.66,916
2367,2022-06-13 10:18:13,13436,6.16,98
2368,2022-06-13 10:18:43,15486,20.31,324
2369,2022-06-13 10:19:13,16587,14.06,253
2370,2022-06-14 11:19:43,19330,47.83,956
2371,2022-06-14 11:20:20,16722,45.12,947
2372,2022-06-14 11:20:57,14818,41.15,864
2373,2022-06-14 11:21:34,13022,22.02,858
2374,2022-06-14 11:22:11,12979,17.55,666
2375,2022-06-14 11:22:48,17615,45.7,1553
2376,2022-06-14 11:23:25,18888,47.88,1580
2377,2022-06-14 11:24:02,19062,19.11,535
2378,2022-06-14 11:24:39,16406,22.7,839
2379,2022-06-14 11:25:16,10799,43.77,1750
2380,2022-06-15 12:25:53,15383,40.8,1019
2381,2022-06-15 12:26:45,13650,25.67,821
2382,2022-06-15 12:27:37,18132,17.99,359
2383,2022-06-15 12:28:29,13769,36.3,653
2384,2022-06-15 12:29:21,18212,6.07,97
2385,2022-06-15 12:30:13,15539,37.03,1221
2386,2022-06-15 12:31:05,12282,24.35,730
2387,2022-06-15 12:31:57,17531,41.56,1454
2388,2022-06-15 12:32:49,18030,14.61,525
2389,2022-06-15 12:33:41,11127,15.49,511
2390,2022-06-15 12:34:33,19575,49.3,1528
2391,2022-06-15 12:35:25,11346,9.64,308
2392,2022-06-15 12:36:17,19057,35.04,1261
2393,2022-06-15 12:37:09,10877,9.82,274
2394,2022-06-16 13:38:01,17553,48.76,1706
2395,2022-06-16 13:38:21,15085,31.15,1214
2396,2022-06-16 13:38:41,16614,31.48,1259
2397,2022-06-16 13:39:01,10798,21.46,472
2398,2022-06-16 13:39:21,18694,41.63,749
2399,2022-06-16 13:39:41,17218,21.14,782
2400,2022-06-16 13:40:01,17162,27.26,763
2401,2022-06-16 13:40:21,11247,42.45,976
2402,2022-06-16 13:40:41,17648,41.77,1503
2403,2022-06-16 13:41:01,11123,35.9,646
2404,2022-06-16 13:41:21,17100,37.72,1244
2405,2022-06-16 13:41:41,13440,29.48,501
2406,2022-06-17 14:42:01,19828,16.15,532
2407,2022-06-17 14:42:38,16298,25.83,594
2408,2022-06-17 14:43:15,14172,33.07,1223
2409,2022-06-17 14:43:52,12201,8.01,176
2410,2022-06-17 14:44:29,11684,21.3,830
2411,2022-06-17 14:45:06,18147,25.8,928
2412,2022-06-17 14:45:43,12485,36.09,721
2413,2022-06-17 14:46:20,13841,43.89,1536
2414,2022-06-17 14:46:57,14008,48.6,1458
2415,2022-06-17 14:47:34,12831,5.46,103
2416,2022-06-17 14:48:11,11240,35.02,1330
2417,2022-06-17 14:48:48,14730,34.31,514
2418,2022-06-17 14:49:25,12209,33.23,897
2419,2022-06-17 14:50:02,13223,7.83,266
2420,2022-06-18 15:50:39,19591,43.02,1376
2421,2022-06-18 15:51:24,16533,20.2,666
2422,2022-06-18 15:52:09,13844,42.38,1568
2423,2022-06-18 15:52:54,14612,36.81,773
2424,2022-06-18 15:53:39,13098,48.98,1322
2425,2022-06-18 15:54:24,15468,10.78,431
2426,2022-06-18 15:55:09,11260,19.11,630
2427,2022-06-18 15:55:54,15530,38.91,622
2428,2022-06-18 15:56:39,13845,20.75,581
2429,2022-06-18 15:57:24,11968,29.99,1049
2430,2022-06-18 15:58:09,13362,49.32,1726
2431,2022-06-18 15:58:54,13945,27.85,584
2432,2022-06-18 15:59:39,18711,42.09,883
2433,2022-06-18 16:00:24,19285,37.48,1274
2434,2022-06-18 16:01:09,16432,21.23,339
2435,2022-06-19 17:01:54,18415,26.67,586
2436,2022-06-19 17:02:38,19153,27.51,907
2437,2022-06-19 17:03:22,14289,26.84,617
2438,2022-06-19 17:04:06,10603,6.06,90
2439,2022-06-19 17:04:50,15327,5.36,112
2440,2022-06-19 17:05:34,13902,22.9,435
2441,2022-06-19 17:06:18,16891,46.65,1166
2442,2022-06-19 17:07:02,15818,5.06,96
2443,2022-06-19 17:07:46,11604,39.36,1298
2444,2022-06-19 17:08:30,15303,25.48,382
2445,2022-06-19 17:09:14,15792,22.7,839
2446,2022-06-19 17:09:58,10867,12.01,192
2447,2022-06-19 17:10:42,11307,9.58,373
2448,2022-06-19 17:11:26,17141,7.61,220
2449,2022-06-19 17:12:10,17344,30.17,905
2450,2022-06-19 17:12:54,11183,13.18,382
2451,2022-06-19 17:13:38,11266,41.08,616
2452,2022-06-20 18:14:22,12405,49.6,892
2453,2022-06-20 18:14:54,14009,15.97,367
2454,2022-06-20 18:15:26,15124,6.63,159
2455,2022-06-20 18:15:58,15502,41.4,745
2456,2022-06-20 18:16:30,11840,47.59,951
2457,2022-06-20 18:17:02,14477,30.42,577
2458,2022-06-20 18:17:34,19803,33.42,634
2459,2022-06-20 18:18:06,10873,10.05,251
2460,2022-06-20 18:18:38,16124,22.08,397
2461,2022-06-20 18:19:10,11942,12.69,190
2462,2022-06-20 18:19:42,15321,29.67,504
2463,2022-06-20 18:20:14,15871,44.41,1021
2464,2022-06-20 18:20:46,19027,36.31,653
2465,2022-06-20 18:21:18,17992,24.36,974
2466,2022-06-21 19:21:50,16187,44.22,1061
2467,2022-06-21 19:22:27,11045,26.22,917
2468,2022-06-21 19:23:04,16634,9.01,261
2469,2022-06-21 19:23:41,14251,24.09,361
2470,2022-06-21 19:24:18,16700,12.51,312
2471,2022-06-21 19:24:55,14010,27.33,1011
2472,2022-06-21 19:25:32,16406,23.59,589
2473,2022-06-21 19:26:09,15167,39.84,1434
2474,2022-06-21 19:26:46,10051,5.34,101
2475,2022-06-21 19:27:23,16797,32.88,591
2476,2022-06-21 19:28:00,13213,5.35,155
2477,2022-06-22 20:28:37,14642,10.08,362
2478,2022-06-22 20:29:36,12626,24.75,420
2479,2022-06-22 20:30:35,12232,37.18,1375
2480,2022-06-22 20:31:34,11799,5.2,166
2481,2022-06-22 20:32:33,10474,18.23,346
2482,2022-06-22 20:33:32,17205,26.75,802
2483,2022-06-22 20:34:31,14914,48.6,1069
2484,2022-06-22 20:35:30,19800,48.65,1216
2485,2022-06-22 20:36:29,18423,25.55,459
2486,2022-06-22 20:37:28,19265,33.16,828
2487,2022-06-23 21:38:27,19556,39.66,1189
2488,2022-06-23 21:38:38,15341,35.3,776
